iter	RMSE
929	223.6236167
930	223.4686427
931	223.3088013
932	223.1976439
933	223.1526403
934	223.0632319
935	222.9929114
936	222.9122679
937	222.8513892
938	222.8162206
939	222.7478641
940	222.685343
941	222.6251754
942	222.4611912
943	222.375425
944	222.3275731
945	222.2545587
946	222.0830804
947	221.9771445
948	221.9433998
949	221.8458476
950	221.7140073
951	221.6083749
952	221.5488155
953	221.4044855
954	221.2927154
955	221.1927862
956	221.1629628
957	221.1352548
958	221.1017853
959	221.0527197
960	220.9861633
961	220.905322
962	220.795632
963	220.6522366
964	220.5424331
965	220.4012113
966	220.22656
967	220.1353349
968	220.0731058
969	219.9717738
970	219.8201951
971	219.7643411
972	219.6319028
973	219.4553382
974	219.2604033
975	219.1978299
976	219.0851904
977	218.9783037
978	218.8432087
979	218.7039699
980	218.5363892
981	218.3871013
982	218.2996076
983	218.1877658
984	218.0484271
985	217.9668922
986	217.8174055
987	217.7290148
988	217.5935333
989	217.5344035
990	217.3123486
991	217.1994441
992	217.1246874
993	216.9802611
994	216.81753
995	216.7115649
996	216.6265174
997	216.5416364
998	216.4299463
999	216.3165946
